,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time signature,genre
5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,-6.227,0.0538,0.00205,0.000309,0.148,0.279,162.024,10,1,4,alt dance
4VbDJMkAX3dWNBdn3KH6Wx,0.67,0.876,-4.905,0.0536,0.0127,0.00302,0.109,0.736,126.968,5,0,4,alt dance
2QqaJDUOppTtjJLhTMNN5R,0.687,0.949,-4.63,0.0443,0.0192,0.0,0.118,0.757,106.944,7,0,4,alt dance
1BwhFXqoIsePt21WyWIttb,0.446,0.915,-6.221,0.141,0.00281,3.87e-05,0.218,0.398,190.013,9,1,4,alt dance
48LwbDH7u5UMrsY3sjfjhe,0.748,0.622,-4.518,0.225,0.252,0.0,0.112,0.667,91.77,0,1,4,alt dance
1UqhkbzB1kuFwt2iy4h29Q,0.534,0.721,-7.307,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,11,0,3,alt rock
7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,-3.74,0.0808,0.00101,0.0,0.0953,0.232,148.017,1,1,4,alt rock
7e8utCy2JlSB8dRHKi49xM,0.646,0.813,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,6,0,4,alt dance
70wYA8oYHoMzhRRkARoMhU,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,11,1,4,alt dance
5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,2,1,4,alt dance
573latfTMO7SpGtStVrQx5,0.603,0.952,-3.699,0.0947,0.00189,0.000445,0.317,0.588,133.97,6,1,4,alt dance
0scQIzgcOhnmfqfOTpRUFH,0.443,0.719,-5.555,0.033,0.0225,0.0,0.227,0.559,155.895,5,1,4,alt dance
2MLHyLy5z5l5YRp7momlgw,0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,0,4,alt dance
4vuJuTLFomqItDrn482nzV,0.638,0.819,-4.991,0.0643,0.0177,0.0,0.312,0.721,101.031,10,0,4,alt dance
2HMUgUyUJuaQuFLIcp1lmA,0.76,0.674,-6.425,0.0411,0.231,0.0027,0.0728,0.797,140.022,3,1,4,alt dance
0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,2,0,4,alt dance
6zQyu8L8yUuJkl6LbQ6iKU,0.616,0.88,-3.59,0.042,0.0521,0.000717,0.0539,0.751,94.011,1,1,4,alt dance
2nC7tenySg74WS6ATykrd8,0.353,0.321,-10.95,0.0335,0.698,0.0265,0.0983,0.167,116.319,2,1,4,alt dance
6cQnrSlTxhHCCiUpKrs7g3,0.619,0.628,-8.307,0.038,0.00781,0.207,0.206,0.232,127.065,11,0,4,alt dance
1a9YW7fATU351ok4zWjU7a,0.436,0.942,-2.206,0.0496,9.56e-05,0.000438,0.209,0.5,164.975,9,1,4,alt dance
3Q5ERZbVgjHUwQNnbGCSm6,0.564,0.226,-11.225,0.0304,0.77,1.19e-06,0.0554,0.323,127.819,4,1,4,alt dance
6jrMVRReY24qzCfe1BRrww,0.556,0.763,-3.952,0.0413,0.000728,6.79e-06,0.071,0.814,138.986,6,0,4,alt dance
4djIFfof5TpbSGRZUpsTXq,0.598,0.888,-5.119,0.0807,0.00947,0.0,0.347,0.482,103.966,4,1,4,alt dance
5Az8KU81g2aLBbJN67F2CI,0.466,0.763,-4.448,0.0318,0.000501,0.0,0.0973,0.293,154.914,0,1,4,alt rock
0BU9AewmytUBrwPKhmIqLm,0.618,0.66,-8.175,0.0282,0.41,0.0,0.186,0.784,129.453,6,0,4,alt dance
7k1pfmKI7t0AprW7SEdFpC,0.608,0.899,-3.185,0.0392,0.0125,0.0,0.211,0.652,105.032,2,1,4,alt dance
60T6dfF5Q7KL2ujEefzoCE,0.779,0.525,-5.756,0.0487,0.148,0.0,0.0675,0.698,120.018,10,0,4,alt dance
41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,-8.461,0.0402,0.737,0.0,0.116,0.247,170.163,7,1,3,alt dance
1ni8ZTAY1GHXEFOGHl7fdg,0.695,0.573,-8.597,0.106,0.46,0.0734,0.482,0.408,99.939,4,0,4,alt dance
0aPX1AXz8Tp51Nak6B04ij,0.775,0.721,-5.446,0.0288,0.369,0.00513,0.0517,0.974,90.986,11,1,4,alt dance
6PuoZT4kgw5DrUEdnQ6e01,0.886,0.371,-10.542,0.0465,0.349,0.00138,0.0985,0.928,115.026,5,1,4,alt dance
1mQM148tIvEoWv6C0XSmU6,0.731,0.495,-7.72,0.0383,0.768,0.000348,0.112,0.562,85.985,0,1,4,alt dance
3whWMX3AwSoevHLXADeBYX,0.676,0.555,-6.877,0.03,0.0141,5.31e-05,0.112,0.51,120.02,6,1,4,alt dance
39zDECciiCz0WPblaHsE6A,0.639,0.777,-4.503,0.0521,0.15,0.0,0.0883,0.772,99.975,2,1,4,alt dance
01G4xlRcr5SuXJ3ui5djJs,0.512,0.536,-13.133,0.0345,0.0742,0.821,0.0851,0.0499,139.954,2,1,4,alt dance
0Ct2XTT4UBt9Y196i0Ido2,0.696,0.963,-6.625,0.0398,0.0105,0.857,0.0872,0.574,118.01,2,0,4,alt dance
0FHe6V2yfLAj4z5q4feHIP,0.593,0.836,-10.471,0.0304,0.301,0.818,0.156,0.14,77.997,5,1,4,alt dance
0LJDalpISq604gw21RVwIV,0.231,0.919,-6.182,0.0728,0.00314,0.00451,0.0643,0.131,146.944,2,0,4,alt dance
0LVaveDmmoMEKhBGhVhfoI,0.663,0.873,-4.915,0.0328,0.0268,0.0108,0.261,0.962,162.021,0,1,4,alt dance
0dMGq0YUOik1rMZicB96Qa,0.473,0.267,-11.099,0.033,0.193,0.0146,0.0911,0.255,144.913,4,1,3,alt dance
0hDQV9X1Da5JrwhK8gu86p,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,7,1,4,alt rock
0iTpQYzJnYgh7kIxyq8A2O,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,5,1,4,alt dance
0oEweHsuQagFuqXct9UvBm,0.549,0.755,-3.991,0.0403,0.000741,6.06e-06,0.0786,0.818,139.034,6,0,4,alt dance
0t4z0WaQomQqPONghWn8c2,0.628,0.841,-4.583,0.0268,0.0285,0.00332,0.254,0.706,111.985,9,1,4,alt dance
0tZkVZ9DeAa0MNK2gY5NtV,0.829,0.792,-3.755,0.0668,0.726,5.83e-06,0.122,0.758,118.05,2,0,4,alt dance
0wYPM5pexJu96AClrozpIh,0.591,0.863,-8.226,0.0321,0.0248,0.453,0.114,0.434,139.973,4,1,4,alt dance
1C5clIP355I4ujVGQv4UCw,0.547,0.821,-11.935,0.0447,0.00341,0.0504,0.615,0.457,139.783,9,1,4,alt dance
1KwRLMrU6PjhfQCtX3CrKS,0.626,0.949,-7.065,0.113,0.00339,0.627,0.119,0.484,150.506,9,1,4,alt dance
1VNZWu2xi8RprnAuj8cEMv,0.533,0.955,-2.988,0.177,0.000112,0.000234,0.362,0.807,89.015,1,1,4,alt dance
1VcIbyyDX8j0GNxSlsRFeJ,0.245,0.974,-2.523,0.0496,0.00045,0.438,0.363,0.644,141.885,11,0,4,alt dance
1XlDNpWy8dyEljyRd0RC2J,0.769,0.959,-8.717,0.0634,0.000208,0.631,0.331,0.893,116.168,5,0,4,alt dance
1blxMGAKo9uttR9bHsXCOV,0.47,0.886,-6.147,0.0752,0.00832,0.00164,0.11,0.119,139.046,9,1,4,alt dance
1dOO3KYqbyiQUXnD9U2qI3,0.467,0.531,-8.482,0.0301,0.213,0.0246,0.137,0.317,121.964,5,0,4,alt dance
1jJci4qxiYcOHhQR247rEU,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,9,1,4,alt dance
1s2oewEkFG9eF9Mq7MyvCV,0.378,0.614,-8.941,0.0387,0.706,0.00766,0.129,0.481,175.926,1,0,4,alt dance
1yAldIvjyQQ6gU5TMNTJNo,0.767,0.787,-8.28,0.0566,0.0678,0.00509,0.43,0.839,121.102,2,1,4,alt dance
202PWQOGivFvz1sIHWZsLg,0.643,0.789,-7.165,0.0322,0.0183,0.52,0.0901,0.0392,122.035,6,0,3,alt dance
203c3jfQ4JZn1BBfXG84I4,0.46,0.889,-4.281,0.0294,3.21e-06,0.645,0.121,0.639,140.038,2,0,4,alt dance
2073QOEC8rBtSyTsRyaWiP,0.644,0.73,-6.565,0.0287,0.00215,0.00178,0.233,0.695,116.981,1,1,4,alt dance
29ufIwomYfLbWBxPMdaUZm,0.882,0.842,-4.534,0.0933,0.0136,0.0345,0.262,0.682,138.02,9,1,4,alt dance
2F8v9J1pv7VAEuW31bEGCn,0.509,0.831,-4.79,0.0301,0.000681,0.42,0.0926,0.176,153.988,9,1,4,alt dance
2KVStewnFKCp6gjREeHRDy,0.687,0.589,-7.367,0.0288,0.00201,0.0101,0.139,0.517,128.304,6,0,4,alt dance
2MhDAsciLk9txdni5CL8iw,0.466,0.51,-14.373,0.0715,0.92,0.719,0.105,0.187,117.316,1,1,4,alt dance
2To65cyzznTCitc9X9qfKi,0.512,0.917,-3.688,0.0801,0.000171,0.187,0.392,0.243,133.477,3,1,4,alt dance
2Ud3deeqLAG988pfW0Kwcl,0.701,0.788,-5.611,0.0425,0.148,0.625,0.0977,0.795,142.584,2,1,4,alt dance
2VGDntFPvgvqSiUf9ITEfW,0.722,0.894,-5.903,0.0325,0.0418,0.00374,0.11,0.396,113.003,7,1,4,alt dance
2VabHofHU2PBXX6fakAgaZ,0.187,0.888,-3.575,0.0452,3.77e-05,0.603,0.197,0.584,201.274,7,1,4,alt dance
2Y0iGXY6m6immVb2ktbseM,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512,6,1,4,alt dance
2YGpRCRvmTNAIUnmBb96fD,0.386,0.864,-4.776,0.0323,0.00133,5.4e-05,0.44,0.418,154.774,0,1,4,alt dance
2ZaMnMihTCwQyINQ5TUwT1,0.451,0.788,-5.211,0.111,6.87e-05,0.0282,0.0882,0.414,135.986,4,1,4,alt dance
2cmRpmO04TLaKPzmAzySYZ,0.739,0.611,-9.829,0.0622,0.00557,0.725,0.04,0.794,98.004,11,1,4,alt dance
2ovq5SIJ7zRgtLDR0zBHj7,0.265,0.588,-9.036,0.05,0.0762,0.0113,0.128,0.171,112.396,9,1,3,alt dance
2pSEhuPVhatz18cCLs5ZjY,0.654,0.506,-5.699,0.0253,0.1,0.927,0.107,0.205,93.971,7,1,4,alt dance
2sE5rkUHUfC6Ys0SPSofuR,0.705,0.861,-4.875,0.0296,0.000227,0.543,0.388,0.616,131.999,10,1,4,alt dance
2urZOEgVXM7rj59Ui0FuNn,0.37,0.941,-4.783,0.0602,5.26e-05,0.675,0.0732,0.382,120.501,5,1,4,alt dance
2wNK1PjIS9NbBIchakaL7k,0.305,0.77,-6.694,0.0276,0.062,0.203,0.0976,0.374,107.367,2,1,4,alt dance
2xxKJgIpgiancRpSup5dHU,0.781,0.709,-8.331,0.0371,0.407,0.603,0.0683,0.651,127.991,5,1,4,alt dance
3TjliM0xQ3fkza0RpINRrq,0.746,0.691,-7.533,0.0403,0.184,0.0259,0.205,0.888,119.982,4,0,4,alt dance
3VCgYMoLf09TOFrZZxRaLU,0.629,0.709,-12.17,0.0797,0.0216,0.766,0.111,0.443,156.038,4,0,4,alt dance
3XOKU8CKSiQsuQHD5vhzo5,0.633,0.919,-6.208,0.0343,0.00596,0.273,0.43,0.805,147.97,5,0,4,alt dance
3d9aUOk1b0muVMSt8eXeiV,0.578,0.798,-5.174,0.0367,0.000385,0.00614,0.118,0.311,115.068,10,0,4,alt dance
3oxFVT3NByUX7qeQZGivGF,0.308,0.36,-7.79,0.0355,0.534,0.032,0.0568,0.0806,80.996,4,1,4,alt dance
3td69vL9Py7Ai9wfXYnvji,0.645,0.938,-4.557,0.0391,0.0946,0.0226,0.159,0.495,140.886,11,0,4,alt dance
3urJUvRhgMrwydaTQFVEg9,0.583,0.729,-6.645,0.0341,0.000522,1.47e-05,0.487,0.539,152.996,1,0,4,alt dance
40QdVaXuZgxZ8vdoaFDNsL,0.666,0.473,-10.06,0.0454,0.154,0.00317,0.109,0.409,75.002,5,0,4,alt dance
43rJQjd6zfyTP58TNI9JAi,0.602,0.879,-5.283,0.0994,0.22,0.000236,0.107,0.733,174.11,9,0,4,alt dance
442bPYh5CaoKNSadk699eG,0.865,0.774,-11.215,0.0518,0.173,0.618,0.311,0.595,119.991,10,1,4,alt dance
4Sfa7hdVkqlM8UW5LsSY3F,0.566,0.755,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006,11,1,4,alt dance
4Wvr1YaxNsCujq77dKujys,0.385,0.949,-3.369,0.0459,0.00501,2.13e-06,0.113,0.517,166.137,8,1,4,alt dance
4c0iBlCPyLs5luOY8NWCVd,0.668,0.938,-4.201,0.032,0.0252,0.0166,0.0429,0.473,127.987,3,1,4,alt dance
4dyx5SzxPPaD8xQIid5Wjj,0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,0,1,4,alt dance
4esS3584y3Mjvbqg0FE6Uj,0.618,0.676,-6.127,0.0265,0.0577,0.0197,0.343,0.537,117.783,6,0,4,alt dance
4foJ9g32Sec9vJv54JdAtl,0.612,0.855,-3.243,0.0529,0.183,0.21,0.0602,0.783,95.031,1,1,4,alt dance
4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2,1,3,alt dance
4lL35nfQSgSvDsVFQtJ4Wp,0.765,0.818,-6.109,0.0392,0.127,0.00167,0.0924,0.856,103.906,10,1,4,alt dance
4nlvKIIetOWGIMyhjQXgOZ,0.56,0.865,-1.148,0.0909,0.255,0.000153,0.083,0.424,159.96,1,1,4,EDM
4uPR4wRw419VH5TasUr9Cg,0.473,0.915,-6.725,0.0561,6.43e-05,0.152,0.23,0.324,108.062,9,1,3,alt dance
4zWH7gR2WtGbEFtPoCiqSR,0.447,0.862,-4.898,0.124,0.000253,7.19e-06,0.0719,0.541,159.864,2,1,4,alt dance
51vOZQuGnqPXfU5VbTZqZb,0.375,0.728,-6.475,0.0442,9.62e-05,0.00411,0.0781,0.344,151.011,2,1,4,alt dance
52a6VcF23v5HB7KfDEmBHq,0.772,0.826,-5.135,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,0,1,4,alt dance
52pWggDlN5mVeX111i06PP,0.576,0.94,-4.541,0.0445,0.00678,0.00066,0.308,0.667,128.017,8,1,4,alt dance
53PkA8aXiwH4ppa0V0iO7o,0.58,0.622,-12.005,0.0352,0.0192,0.653,0.648,0.781,169.442,5,1,4,alt dance
5J2SAAtyfFXOsctaYiUuLO,0.667,0.782,-7.681,0.0318,0.0512,0.896,0.645,0.886,132.983,7,0,3,alt dance
5JOO8UMaEpOfhhatQQsAqm,0.694,0.773,-5.61,0.0352,3.27e-05,0.883,0.0761,0.896,132.012,6,0,4,alt dance
5PX4uS1LqlWEPL69phPVQQ,0.722,0.687,-5.189,0.0556,0.00949,0.00413,0.0462,0.619,128.013,0,1,4,alt dance
5WDrfryQ0KUGqj5rMSmyCY,0.87,0.701,-7.385,0.0485,0.0225,0.479,0.104,0.195,121.988,7,1,4,alt dance
5WH2HL7ZrVu9n51viwbdJw,0.49,0.96,-5.385,0.0562,0.000919,0.0441,0.0768,0.82,179.975,9,0,4,alt dance
5ZLCyAR6Ti5ueOiPGl41XH,0.53,0.751,-5.165,0.0432,0.000103,0.00175,0.0926,0.522,148.063,0,1,4,alt dance
5e0vfjC19908HLerbfbEkv,0.627,0.543,-8.249,0.0319,0.00208,0.462,0.135,0.434,143.232,0,0,4,alt dance
5gmv3BgePSYiHnPJgY7oTJ,0.752,0.844,-8.705,0.0398,0.0462,0.131,0.0782,0.78,124.013,9,1,4,alt dance
5kUELvsIbY1OwLWogXkawl,0.763,0.849,-8.466,0.056,0.0176,0.507,0.0872,0.757,105.005,10,0,4,alt dance
5nv854ey1k43KaZ0kHmE4Z,0.485,0.799,-5.886,0.029,0.122,0.0054,0.33,0.468,111.012,5,1,3,alt dance
5qdCsd05UUdtAsAtET9gxV,0.381,0.939,-4.684,0.125,0.042,0.918,0.172,0.335,159.97,9,1,4,alt dance
5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,5,0,4,alt dance
5rAff9XfcWx7rguN3t0fkW,0.39,0.37,-8.288,0.0457,0.474,0.00013,0.115,0.0909,176.526,7,0,3,alt dance
60k0xRw1oYUwZYp4e2iue8,0.295,0.54,-8.372,0.0314,0.0529,0.00372,0.209,0.199,202.015,0,1,3,alt dance
6TUEvQCUwvBYUuoQp17nwu,0.31,0.541,-6.044,0.0343,0.000814,0.0544,0.1,0.195,100.014,4,0,3,alt dance
6kblAEj0T0312fv5QWsXzo,0.761,0.637,-8.169,0.0268,0.439,0.0082,0.102,0.656,125.115,7,1,4,alt dance
6shyEhv7EqbnL2ZGcMdaHo,0.72,0.914,-6.07,0.0462,0.00128,0.69,0.0762,0.716,132.469,7,1,4,alt dance
72hSmnleYTiiOo23q8ZJIS,0.509,0.646,-6.285,0.0365,0.00028,0.00468,0.0973,0.142,124.014,11,0,4,alt dance
73mlvsfJM2qwlDUJxeaatI,0.92,0.914,-4.555,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,7,1,4,alt dance
78tgXRq9Q6tPNP9hKCpgwB,0.231,0.919,-6.182,0.0722,0.00313,0.00442,0.0643,0.128,146.94,2,0,4,alt dance
7d4coyGabEbHZ5tRpTbQT5,0.565,0.763,-7.043,0.0584,0.27,0.0087,0.299,0.283,139.995,11,0,4,alt dance
7frbEieYWBurZsJuRDJFbS,0.665,0.889,-5.528,0.0433,0.0026,0.259,0.292,0.641,125.004,11,0,4,alt dance
7gTMsKyhm6vuUWoxRaFpsJ,0.647,0.482,-6.631,0.0262,0.408,0.0222,0.199,0.359,125.816,2,1,4,alt dance
3D0HzwuKEYmVePVqU4fcPX,0.635,0.781,-6.045,0.0341,8.74e-05,0.00153,0.0412,0.926,127.706,7,1,4,britpop
0htW8QuhTOy91zisCtMyFU,0.534,0.834,-5.123,0.0273,0.0253,0.00012,0.0889,0.738,93.085,1,0,4,britpop
0cRVy5HCrvByvYMyeNW76k,0.691,0.853,-11.298,0.0327,0.0171,0.0,0.0453,0.929,120.055,7,0,4,britpop
76glkvDsvoxa1PtJByTAZx,0.37,0.569,-11.053,0.0316,0.174,0.0,0.198,0.488,162.787,7,1,4,britpop
6Cv1yU5lCryrYVamre6xGc,0.634,0.793,-10.06,0.0563,0.128,0.0,0.346,0.735,138.354,4,1,4,britpop
4jDaPUUIzl0Nc6tfv00RgP,0.274,0.386,-12.29,0.0316,0.286,0.00292,0.111,0.331,169.963,9,1,4,britpop
4LpOPF5RXZhS1GLzclhyaT,0.594,0.766,-7.598,0.0327,0.000156,0.00345,0.086,0.453,143.482,5,0,4,britpop
2tGuqBf44X2SZDyGZFOu5Q,0.503,0.638,-6.359,0.0275,0.0403,0.000119,0.21,0.697,89.693,0,1,4,britpop
4F64QXRV1EGHSm5jIeMmcQ,0.658,0.726,-7.51,0.0856,0.00211,0.00229,0.0922,0.874,129.715,8,1,4,britpop
0RxWeRjUUQqGUxOYn5gniE,0.536,0.985,-4.982,0.0395,0.0489,0.0,0.369,0.826,99.082,8,0,4,britpop
10hLkl5k0NjO7QAJvoVzIy,0.449,0.56,-8.907,0.0268,0.55,0.000111,0.0536,0.351,84.689,3,1,4,britpop
5xMAMaVbW3tkjXTmSUBPTd,0.311,0.895,-4.854,0.0416,0.00735,4.09e-05,0.0824,0.496,145.583,0,1,4,britpop
7ec55GDkRIBmsI8XKrG1lu,0.567,0.932,-5.888,0.0759,0.0147,0.0,0.0484,0.55,133.074,7,0,4,britpop
5xC8uOesnn0udeXAYlAnoY,0.467,0.958,-4.808,0.0775,0.000479,0.199,0.299,0.701,145.92,4,0,4,alt rock
1ytTeSRAU6IRo2itVDwtPv,0.515,0.43,-9.935,0.0369,0.0102,0.000141,0.129,0.104,91.841,7,1,4,britpop
0hCW6LbmFCYwM1uGmnjjNe,0.41,0.53,-8.685,0.0271,0.0874,0.000223,0.137,0.341,74.923,7,1,4,britpop
4uBzDO9wmPEXBKhfwAlMFJ,0.268,0.406,-10.232,0.0276,0.0495,0.0066,0.113,0.104,76.432,5,1,4,britpop
6rBgysDXImbq8b61tzVWSn,0.418,0.383,-11.782,0.0257,0.0718,0.0177,0.0896,0.352,87.773,4,1,4,britpop
1QdbOe3o38SdDOxgMSfRGd,0.576,0.963,-6.145,0.0548,0.0012,0.000762,0.37,0.75,111.738,0,1,4,britpop
1UhUgid92q4OywSZqy5b4e,0.271,0.906,-6.452,0.0728,0.0314,0.113,0.081,0.307,138.564,0,1,4,britpop
1pmlA7CcHABOF7zkzn7Xdf,0.278,0.813,-9.604,0.0477,0.000112,0.00649,0.339,0.703,89.079,4,1,4,britpop
1ODajYZgaaMBNGc0BjMLu0,0.446,0.644,-9.429,0.0284,0.000211,0.000398,0.409,0.288,87.303,9,1,4,britpop
3drQLSnECw7QSHMysFqFx7,0.467,0.481,-10.17,0.0233,0.034,0.0102,0.106,0.328,80.043,11,1,4,britpop
1SqY3rqLazvQlDz24GJ1TO,0.398,0.866,-7.862,0.0438,0.0171,4.33e-06,0.0517,0.715,140.086,1,1,4,britpop
5P2CWpIzIsjU8gxIy5Jtx8,0.459,0.933,-3.97,0.0442,0.000113,0.00434,0.25,0.693,112.391,2,1,4,britpop
4kiZx9JjQEkYDuQsMR5t1E,0.514,0.787,-4.564,0.0432,0.113,0.0,0.205,0.518,88.979,2,1,4,britpop
5yEPxDjbbzUzyauGtnmVEC,0.389,0.889,-6.546,0.0442,0.0415,0.0,0.463,0.524,171.121,9,1,4,britpop
70oiYJul8JKYs6A2j2w7OJ,0.561,0.862,-9.861,0.0369,0.00335,0.0188,0.169,0.691,133.898,4,0,4,britpop
2BrL11P3djGJKirIN160qf,0.686,0.689,-5.558,0.0366,0.000313,0.69,0.0492,0.875,121.329,3,1,4,britpop
760OzPZCPfqhFUZZT6Ui41,0.507,0.978,-4.52,0.087,0.03,0.0,0.238,0.534,109.369,2,1,4,britpop
5D7NMBAY9zchPaELBEVoxn,0.457,0.755,-5.485,0.0324,0.169,0.0,0.0897,0.485,140.464,7,1,4,britpop
0PCPIIV5bTEvslgdxMDavM,0.184,0.883,-5.624,0.0484,0.0601,0.000255,0.15,0.372,100.012,4,1,4,britpop
15RgdXlKJQTNMsR4hAzIGh,0.471,0.896,-6.701,0.105,0.0725,0.0,0.193,0.555,144.838,6,1,4,britpop
2AVRiqNBp1cMVL7PQNzLc4,0.273,0.539,-10.163,0.0288,0.00121,0.000309,0.142,0.326,154.233,0,1,4,britpop
7KxK13xRxTz6JlDtGG9GzL,0.411,0.703,-8.016,0.0334,0.000212,0.0,0.0621,0.425,88.364,0,1,4,britpop
5YfxqyhDiXTGC0b1KWHmJ4,0.425,0.68,-7.026,0.036,0.0008,1.5e-05,0.116,0.581,126.639,5,0,4,britpop
0mX3QD1FSB6a55vDmS78kZ,0.318,0.745,-5.316,0.0421,0.00102,0.443,0.387,0.507,135.031,9,1,4,britpop
3hSfp5mSf8DDxTD1SzhSVu,0.376,0.877,-6.375,0.0463,6.97e-05,0.000921,0.0756,0.633,138.282,4,1,4,britpop
4vnYwFOZCVl0bmerWyuzRw,0.341,0.894,-6.66,0.0765,0.147,0.0,0.0741,0.672,174.982,9,1,4,britpop
4caRcqZl3JyrxwhgV5HGQ8,0.223,0.884,-3.467,0.0416,0.000142,0.0229,0.227,0.264,95.817,0,1,4,britpop
4Pxiq7tRULJLlMAo8Vh356,0.287,0.969,-3.548,0.0639,0.0586,0.0,0.398,0.34,161.831,0,1,4,britpop
0q8AFdtdhwdk820mlhYhem,0.501,0.859,-5.284,0.0343,0.00314,0.0,0.312,0.498,99.165,9,1,4,britpop
2Gs4JiOzYUuPSmnNwPzEZq,0.372,0.483,-6.726,0.0258,0.11,2.06e-06,0.173,0.0429,99.943,7,0,4,britpop
3kZv5h81WLtyOGzbQAPCNL,0.228,0.94,-4.697,0.109,7.58e-05,0.0,0.379,0.165,124.103,2,1,4,britpop
7ncHbFe17Eg7JWShEXBsnR,0.61,0.583,-6.3,0.026,0.00152,0.000123,0.0625,0.287,125.835,2,1,4,britpop
00lrRUTzLrLLo149ZrMJjC,0.376,0.95,-4.453,0.0753,0.000866,0.0,0.156,0.375,130.668,7,1,4,britpop
6WQxdptNLoR8tCkSZl2ooT,0.663,0.314,-11.389,0.0387,0.48,0.00402,0.16,0.534,77.273,6,0,4,britpop
6Rz8YH8cvanFSWElssel7d,0.602,0.699,-8.617,0.0306,0.49,4.41e-06,0.117,0.787,102.305,4,0,4,britpop
2DCewlOiCc60UHj3AdD4IM,0.604,0.821,-6.815,0.0288,8.48e-05,0.000139,0.394,0.97,117.128,0,1,4,britpop
0wGHrDGRjS2lWOTaKMqrRm,0.684,0.622,-8.16,0.0536,0.391,0.00898,0.0556,0.834,169.615,4,1,4,britpop
7Fd1zmUeCDr631lFgu40DB,0.665,0.826,-8.66,0.0499,0.1,0.000373,0.113,0.583,100.124,9,1,4,britpop
6RvdUgIrDlWJdAUWddrbff,0.575,0.905,-5.41,0.0764,0.0608,2.8e-06,0.252,0.505,113.768,7,1,4,britpop
5UyCyIlY5NWnJyhxb9Ngdi,0.618,0.496,-9.383,0.023,0.0688,0.000963,0.238,0.375,93.069,7,1,4,britpop
5NeoDA4I2Ezg1ifR8kqoXP,0.918,0.396,-10.526,0.0595,0.0813,0.000514,0.128,0.96,111.464,10,1,4,britpop
0S2wxkRpC7jYytLf1cjfRB,0.434,0.469,-12.154,0.0415,0.147,0.000808,0.155,0.484,173.403,9,1,4,britpop
73q9C6oRNODvfv5EcPMepz,0.595,0.573,-12.261,0.0459,0.102,0.107,0.132,0.636,89.469,4,0,4,britpop
5Wp8QBKc6OOQLiGySagIXT,0.502,0.531,-12.533,0.0361,0.0458,0.131,0.113,0.735,93.044,5,1,4,britpop
0br4Rs4Hg1XBGGEFQsEbH8,0.427,0.23,-12.475,0.0282,0.805,0.0,0.13,0.195,134.29,5,1,4,britpop
5YwC6cvM1rYyzzSxsR3zbf,0.665,0.453,-15.392,0.0312,0.107,0.00126,0.105,0.891,146.408,10,0,4,britpop
2kwJDi0S0d11nqhQnfEznp,0.538,0.845,-9.225,0.038,0.0135,1.71e-05,0.219,0.696,120.758,0,1,4,britpop
5uusrkeD1zo0ypPw0nnwlU,0.502,0.878,-12.781,0.0347,0.0486,0.312,0.124,0.924,92.086,0,1,4,britpop
1IvaiLWyeWK3wzJ3BxbLGq,0.318,0.518,-10.137,0.0307,0.0135,0.00107,0.114,0.479,186.711,4,1,4,britpop
5S5YaEqkNx7Pa0MGj55tyI,0.442,0.797,-6.398,0.0305,0.00907,1.4e-05,0.176,0.706,139.904,7,1,4,britpop
3vSPjRnQ5rd2ixdUJ8UwMf,0.225,0.429,-8.316,0.031,0.0437,0.0,0.257,0.391,178.267,9,1,3,britpop
3MOIxOWfZRn7iAtsTPyOpc,0.522,0.314,-10.723,0.0246,0.00829,0.000709,0.351,0.284,97.366,9,1,4,britpop
7hbYQoM8aaI7FLDE85LYqU,0.344,0.87,-5.044,0.0511,0.00231,9.27e-05,0.327,0.487,133.49,6,0,4,britpop
5Ox3G1oWT9qu7YLK1HJNy0,0.397,0.943,-6.21,0.057,0.00378,3.25e-06,0.62,0.411,112.264,11,1,4,britpop
